Title ,Year ,Director ,Country ,ASL 
City Slickers ,1991,"Underwood, Ron ",USA ,4.02
City Slickers II: The Legend of Curly's Gold ,1994,"Welland, Paul ",USA ,4.04
City That Never Sleeps ,1953,"Auer, John H. ",USA ,8.2
City Under the Sea ,1965,"Tourneur, Jacques ",BRI ,5.67
Ciudad del Dios ,2002,"Mireilles, Fernando ",BRA ,3.93
"Civil Action, A ",1998,"Zaillan, Steven ",USA ,6.3
"Claim, The ",2000,"Winterbottom, Michael ",,5.7
"Clairvoyant, The ",1934,"Elvey, Maurice ",BRI ,5.6
"Clandestine Marriage, The ",1999,"Miles, Christopher ",BRI ,5.6
Clara's Heart ,1988,"Mulligan, Robert ",USA ,7.8
Clash By Night ,1952,"Lang, Fritz ",USA ,12
Clash By Night ,1963,"Tully, Montgomery ",BRI ,7.3
Clash of the Titans ,1981,"Davis, Desmond ",,3.81
Class Act ,1992,"Miller, Randall ",USA ,3.9
Class of 44 ,1973,"Bogart, Paul ",USA ,9.4
Classe de Neige ,1998,"Miller, Claude ",FRA ,5.8
Claudia ,1943,"Goulding, Edmund ",USA ,35
Claudia and David ,1946,"Lang, Walter ",USA ,14.1
"Clay Bird, The ",2002,"Masud, Tareque ",,8.72
"Clay Pigeon, The ",1949,"Fleischer, Richard ",USA ,6.5
Clay Pigeons ,1998,"Dobkin, David ",USA ,3.9
Clean and Sober ,1988,"Caron, Glenn Gordon ",USA ,8.4
Clean Slate ,1994,"Jackson, Mick ",USA ,2.9
Cleaner ,2007,"Harlin, Renny ",USA ,3.22
Clear and Present Danger ,1994,"Noyce, Phillip ",USA ,4.71
Clearcut ,1992,"Bugajaski, Richard ",CAN ,6.41
"Clearing, The ",2004,"Brugge, Pieter Jan ",USA ,4.49
Cleo de 5 ? 7 ,1961,"Varda, Agn?s ",FRA ,10.5
Cleopatra ,1934,"DeMille, Cecil B. ",USA ,9
Cleopatra ,1963,"Mankiewicz, Joseph ",USA ,7.69
Clerks ,1994,"Smith, Kevin ",USA ,14.15
Click ,2006,"Coraci, Frank ",USA ,3.48
"Client, The ",1994,"Schumacher, Joel ",USA ,3.92
Cliffhanger ,1993,"Harlin, Renny ",USA ,3.65
Clifford ,1994,"Flaherty, Paul ",USA ,5.3
Climates ,2006,"Ceylan, Nuri Bilge ",,30.4
Climbing High ,1938,"Reed, Carol ",BRI ,7
Clive Barker's Lord of Illusions ,1995,"Barker, Clive ",USA ,3.3
Clive of India ,1935,"Boleslawski, Richard ",USA ,8.2
Cloak and Dagger ,1946,"Lang, Fritz ",USA ,9.5
"Clock, The ",1945,"Minnelli, Vincente ",USA ,19
Clockers ,1995,"Lee, Spike ",USA ,5.9
Clockmaker ,1999,"Rémy, Cristopher ",,6.32
Clockstoppers ,2002,"Fraker, Jonathan ",USA ,3.5
Clockwise ,1986,"Morahan, Christopher ",BRI ,4.65
"Clockwork Orange, A ",1971,"Kubrick, Stanley ",BRI ,11.89
Close Encounters of the Third Kind ,1977,"Spielberg, Steven ",USA ,7.18
Close My Eyes ,1991,"Poliakoff, Stephen ",BRI ,9.3
Close to My Heart ,1951,"Keighley, William ",USA ,12.2
"Closer You Get, The ",2000,"Ritchie, Aileen ",IRE ,7.03
Closing the Ring ,2004,"Attenborough, Richard ",,5.3
"Clouded Yellow, The ",1951,"Thomas, Ralph ",BRI ,11.5
Cloverfield ,2008,"Reeves, Matt ",USA ,24.3
Clubhouse Detectives ,1996,"Hendershot, Eric ",USA ,5
Clue ,1985,"Lynn, Jonathan ",,4.69
Clueless ,1995,"Heckerling, Amy ",USA ,5.39
Coach Carter ,2005,"Carter, Thomas ",USA ,3.69
Coal Miner's Daughter ,1980,"Apted, Michael ",USA ,9.86
Coast of Skeletons ,1965,"Lynn, Robert ",BRI ,8.29
Coast to Coast ,1980,"Sargent, Joseph ",USA ,5.4
Cobb ,1994,"Shelton, Ron ",USA ,4.6
Cobra ,1986,"Cosmatos, George Pan ",USA ,2.5
Cobra Woman ,1943,"Siodmak, Robert ",USA ,6
"Cobweb, The ",1955,"Minnelli, Vincente ",USA ,23
"Cock and Bull Story, A ",2005,"Winterbottom, Michael ",BRI ,5.16
"Cockleshell Heroes, The ",1955,"Ferrer, Jose ",BRI ,6.7
Cocktail ,1988,"Donaldson, Roger ",USA ,5.71
Coco avant Chanel ,2009,"Fontaine, Anne ",,5.33
Coco Chanel & Igor Stravinsky ,2009,"Kounen, Jan ",,6.2
Cocoon ,1985,"Howard, Ron ",USA ,5.65
Cocoon: The Return ,1988,"Petrie, Daniel ",USA ,5.6
Code 46 ,2003,"Winterbottom, Michael ",,5.23
Coeur fid?le ,1923,"Epstein, Jean ",FRA ,5.7
Coeurs ,2006,"Resnais, Alain ",,16.38
Coffy ,1973,"Hill, Jack ",USA ,7
Cohen and Tate ,1988,"Red, Eric ",USA ,3.7
Cold Around the Heart ,1997,"Ridley, John ",USA ,5.5
Cold Creek Manor ,2003,"Figgis, Mike ",USA ,6.82
Cold Fever ,1994,"Fridriksson, Fridrik Thor ",,11.4
Cold Heaven ,1992,"Roeg, Nicolas ",USA ,6.5
"Cold Light of Day, The ",2012,"El Mechri, Mabrouk ",,3.15
Cold Mountain ,2003,"Minghella, Anthony ",USA ,4.41
Cold Weather ,2010,"Katz, Aaron ",USA ,11.84
Cold Weather ,2010,"Katz, Aaron ",USA ,11.89
Coldblooded ,1995,"Wolodarsky, M. Wallace ",USA ,6.6
"Colditz Story, The ",1954,"Hamilton, Guy ",BRI ,6.5
Collateral ,2004,"Mann, Michael ",USA ,3.93
Collateral Damage ,2001,"Davis, Andrew ",USA ,2.9
"Collector, The ",1964,"Wyler, William ",USA ,12
Collision Course ,1987,"Teague, Lewis ",USA ,4.6
Colombiana ,2011,"Megaton, Olivier ",FRA ,1.95
"Color of Money, The ",1986,"Scorsese, Martin ",USA ,9.7
Color of Night ,1994,"Rush, Richard ",USA ,4.69
"Color of Paradise, The ",1999,"Majidi, Majid ",IRA ,7.8
Colors ,1988,"Hopper, Deniss ",USA ,5.48
Colt .45 ,1950,"Marin, Edward L. ",USA ,7.63
Column South ,1953,"de Cordova, Frederick ",USA ,7.5
Coma ,1977,"Crichton, Michael ",USA ,6.06
Comanche ,1956,"Sherman, George ",USA ,7.4
Comanche Station ,1960,"Boetticher, Budd ",USA ,8.29
Comanche Territory ,1950,"Sherman, George ",USA ,12
"Comancheros, The ",1961,"Curtiz, Michael ",USA ,7.21
Come agua por chocolat ,1993,"Arau, Alfonso ",MEX ,5.3
Come And Get It ,1936,"Hawks, H. & Wyler, W. ",USA ,10
Come Blow Your Horn ,1963,"Yorkin, Bud ",USA ,12.8
Come Fill the Cup ,1951,"Douglas, Gordon ",USA ,18
Come Next Spring ,1956,"Springsteen, R.G. ",USA ,6.2
Come To the Stable ,1949,"Koster, Henry ",USA ,10.3
"Comedian, The ",2012,"Shkolnik, Tom ",BRI ,9.47
Comfort and Joy ,1984,"Forsyth, Bill ",BRI ,8.44
Coming To America ,1988,"Landis, John ",USA ,4.8
Commandments ,1996,"Taplitz, Daniel ",USA ,5.7
Commando ,1985,"Lester, Mark L. ",USA ,2.49
Comme un image ,2004,"Jaoui, Agn?s ",FRA ,11.17
Comment j'ai tué mon p?re ,2001,"Fontaine, Anne ",FRA ,11.16
Comment je me suis disputé..(Ma vie Sexuel ,1996,"Desplechin, Arnaud ",FRA ,11.3
"Commitments, The ",1991,"Parker, Alan ",BRI ,3.92
Committed ,2000,"Krueger, Lisa ",USA ,6.8
Common Law Cabin ,1967,"Meyer, Russ ",USA ,4.1
"Common Touch, The ",1941,"Baxter, John ",BRI ,9.8
Company Limited ,1971,"Ray, Satyajit ",IND ,6.35
"Company Men, The ",2010,"Wells, John ",USA ,5.09
"Company, The ",2003,"Altman, Robert ",USA ,5.28
"Competition, The ",1980,"Oliansky, Joel ",USA ,8.7
Compliance ,2012,"Zobel, Craig ",USA ,7.79
Compulsion ,1959,"Fleischer, Richard ",USA ,9.91
"Computer Wore Tennis Shoes, The ",1969,"Butler, Robert ",USA ,5.3
Comrade X ,1940,"Vidor, King ",USA ,10
Comrades ,1986,"Douglas, Bill ",BRI ,9
Con Air ,1997,"West, Simon ",USA ,2.1
Conan the Barbarian ,1980,"Milius, John ",,5.18
Conan the Barbarian ,2011,"Nispel, Marcus ",USA ,2.43
Conan the Destroyer ,1984,"Fleischer, Richard ",USA ,4.27
Condemned ,1930,"Ruggles, Wesley ",USA ,11
Condemned Women ,1938,"Landers, Lew ",USA ,8
"Condemned, The ",2007,"Wiper, Scott ",USA ,2.63
Conduct Unbecoming ,1975,"Anderson, Michael ",BRI ,7.1
Cone of Silence ,1960,"Frend, Charles ",BRI ,8.2
Coney Island ,1943,"Lang, Walter ",USA ,10
Confession ,1937,"May, Joe ",USA ,9
Confessions ,2010,Nakashima Tetsuya ,JAP ,3.09
Confessions of a Dangerous Mind ,2002,"Clooney, George ",,8.51
Confessions of a Driving Instructor ,1976,"Cohen, Norman ",BRI ,7.6
Confessions of a Nazi Spy ,1939,"Litvak, Anatol ",USA ,7.3
Confessions of a Psycho Cat ,1968,"Stanley, Herb (Eve) ",USA ,10.9
Confessions of a Shopaholic ,2009,"Hogan, P.J. ",,3.26
Confessions of a Trick Baby ,1999,"Bright, Matthew ",USA ,4.2
Confetti ,2006,"Isitt, Debbie ",BRI ,5.7
Confidence ,2002,"Foley, James ",,2.8
Confidences trop intimes ,2004,"Leconte, Patrice ",FRA ,7.88
Conflict ,1945,"Bernhardt, Curtis ",USA ,8.5
"Conformista, Il ",1969,"Bertolucci, Bernardo ",,10.14
Congo ,1995,"Marshall, Frank ",USA ,4.15
Congo Maisie ,1940,"Potter, Henry ",USA ,7.7
Connie and Carla ,2004,"Lembeck, Michael ",USA ,3.21
"Conqueror, The ",1956,"Powell, Dick ",USA ,8.5
Conquest ,1937,"Brown, Clarence ",USA ,8
"Conquest of the Air, The ",1936,"Korda, Esway, Shaw, Saund ",BRI ,4
Conquest of the Planet of the Apes ,1972,"Lee-Thompson, J. ",USA ,4.12
"Conquistatore di Corinto, Il ",1961,"Costa, Mario ",,9
Consenting Adults ,1992,"Pakula, Alan J. ",USA ,11.61
Conspiracy ,2008,"Marcus, Adam ",USA ,3.03
Conspiracy of Hearts ,1960,"Thomas, Ralph ",BRI ,5.86
Conspiracy Theory ,1997,"Donner, Richard ",USA ,4.6
"Conspirator, The ",2010,"Redford, Robeert ",USA ,4.79
Conspirators of Pleasure ,1996,"Svankmajer, Jan ",,3.32
"Constant Gardener, The ",2005,"Meirelles, Fernando ",,4.09
"Constant Husband, The ",1955,"Gilliat, Sidney ",BRI ,6.4
Constantine ,2005,"Lawrence, Francis ",,4.45
Contact ,1997,"Zemeckis, Robert ",USA ,6.6
Contagion ,2001,"Muriowski, John ",USA ,3.74
Conte Cruel ,1929,"Modot, Gaston ",FRA ,6.7
Conte d'automne ,1998,"Rohmer, Eric ",FRA ,15.3
"Conte de Hiver, un ",1992,"Rohmer, Eric ",FRA ,14.7
"Conte d'été, un ",1996,"Rohmer, Eric ",FRA ,18.9
"Contender, The ",2000,"Lurie, Rod ",USA ,6.7
Continental Divide ,1981,"Apted, Michael ",USA ,8.9
Contraband ,1940,"Powell, Michael ",BRI ,6.07
Contraband ,2012,"Korakur, Baltasar ",USA ,2.91
Contraband Spain ,1955,"Huntington, Lawrence ",BRI ,8.6
"Contract, The ",2006,"Beresford, Bruce ",,3.53
"Contractor, The ",2007,"Rusnak, Joseph ",,2.72
Control ,2007,"Corbijn, Anton ",,8.06
"Convento, o ",1995,"Oliviera, Manoel De ",,11.7
"Conversation, The ",1974,"Coppola, Francis Ford ",USA ,10.29
Convict 99 ,1938,"Varnel, Marcel ",BRI ,10.6
Conviction ,2010,"Goldwyn, Tony ",USA ,4.65
Convicts ,1991,"Masterson, Peter ",USA ,9.8
Convoy ,1940,"Tennyson, Pen ",BRI ,8
Coogan's Bluff ,1968,"Siegel, Don ",USA ,6.13
"Cook, the Thief, His Wife & Her Lover, The ",1989,"Greenaway, Peter ",BRI ,18
Cookie's Fortune ,1999,"Altman, Robert ",USA ,7.2
"Cool and the Crazy, The ",1958,"Witney, William ",USA ,6.6
"Cool Ones, The ",1967,"Nelson, Gene ",USA ,7.5
Cool Runnings ,1993,"Turtletaub, Jon ",USA ,4.4
"Cool, Dry Place, A ",1998,"Smith, John N. ",USA ,6.8
"Cooler, The ",2002,"Kramer, Wayne ",USA ,5.13
Cooley High ,1975,"Schultz, Michael ",USA ,7.3
Cop ,1988,"Harris, James B. ",USA ,9.93
Cop and a Half ,1993,"Winkler, Henry ",USA ,3.28
Cop Land ,1997,"Mangold, James ",USA ,5.1
Copacabana ,1947,"Green, Alfred E. ",USA ,9.59
Cops and Robbersons ,1994,"Ritchie, Michael ",USA ,4.02
Copycat ,1995,"Amiel, Jon ",USA ,5.5
"Corbeau, Le ",1943,"Clouzot, Henri-Georges ",FRA ,12
"Core, The ",2002,"Amiel, Jon ",,3.23
Coriolanus ,2012,"Fiennes, Ralph ",BRI ,4.2
Corky Romano ,2001,"Pritts, Rob ",USA ,2.9
"Cornbread, Earl and Me ",1975,"Manduke, Joe ",USA ,6.9
Cornered ,1945,"Dmytryk, Edward ",USA ,9
Coronation Street (A) ,1994,"Allison, Romey ",BRI ,5.6
Coronation Street (P) ,1994,"Penn, David ",BRI ,9.8
Coroner Creek ,1948,"Enright, Ray ",USA ,8.95
Corridors of Blood ,1962,"Day, Robert ",BRI ,9.7
"Corrina, Corrina ",1994,"Nelson, Jessie ",USA ,5.81
"Corruptor, The ",1999,"Foley, James ",USA ,3.7
"Corsaro nero, il ",1971,"Palli, Lorenzo Gicca ",,5.35
"Corsican Brothers, The ",1941,"Ratoff, Gregory ",USA ,10.9
"Corsican Brothers, The ",1984,"Chong, Thomas ",USA ,6.7
Cosi ,1996,"Joffe, Mark ",AUS ,4.5
"Cottage on Dartmoor, A ",1929,"Asquith, Anthony ",BRI ,5.25
Cottage to Let ,1941,"Asquith, Anthony ",BRI ,14.31
"Cotton Club, The ",1984,"Coppola, Francis Ford ",USA ,4.85
"Couch Trip, The ",1988,"Ritchie, Michael ",USA ,3.33
Counsellor-at-Law ,1933,"Wyler, William ",USA ,12
"Count of Monte Cristo, The ",2001,"Reynolds, Kevin ",,4.3
Count the Hours ,1953,"Siegel, Don ",USA ,10.5
Count Your Blessings ,1959,"Negulesco, Jean ",USA ,11.4
Countdown ,1968,"Altman, Robert ",USA ,7.9
Countess Dracula ,1970,"Sasdy, Peter ",BRI ,7.4
"Countess From Hong Kong, The ",1967,"Chaplin, Charles ",USA ,9.71
"Country Bears, The ",2002,"Hastings, Peter ",USA ,2.89
"Country God Forgot, The ",1916,"Neilan, Marshall ",USA ,9
Couples Retreat ,2009,"Billingsley, Peter ",USA ,2.85
Courage Mountain ,1989,"Leitch, Christopher ",,4.95
Courage of Lassie ,1946,"Wilcox, Fred M. ",USA ,7.21
Courage Under Fire ,1996,"Zwick, Edward ",USA ,3.6
"Court Martial of Billy Mitchell, The ",1955,"Preminger, Otto ",USA ,13.21
"Courtneys of Curzon Street, The ",1947,"Wilcox, Herbert ",BRI ,24
Couscous ,2007,"Kechiche, Abdellatif ",FRA ,4.84
Cousin Bette ,1997,"McAnuff, Des ",,5.6
"Cousins, les ",1959,"Chabrol, Claude ",FRA ,16.3
"Covenant, The ",2006,"Harlin, Renny ",USA ,2.82
Cover Girl ,1944,"Vidor, Charles ",USA ,10
Cover Girl Killer ,1959,"Bishop, Terry ",BRI ,11.7
"Cow, The ",1969,"Mehrjui, Dariush ",IRA ,6
"Coward, The ",1915,"Barker, Reginald ",USA ,11
Cowboy ,1958,"Daves, Delmer ",USA ,6.45
"Cowboy Way, The ",1994,"Champion, Gregg ",USA ,4.28
"Cowboys, The ",1972,"Rydell, Mark ",USA ,5.32
Coyote Ugly ,2000,"McNally, David ",USA ,2.6
Crack Up ,1946,"Reis, Irving ",USA ,8.5
Crackerjack ,1938,"de Courville, Albert ",BRI ,8.5
Crack-Up ,1936,"St.Clair, Mal ",USA ,7.7
Cradle 2 the Grave ,2003,"Bartkowiak, Andrzej ",USA ,1.79
"Cradle Will Rock, The ",1999,"Robbins, Tim ",USA ,5.3
"Craft, The ",1996,"Fleming, Andrew ",USA ,4.99
Crank ,2006,"Neveldine, M. & Taylor, B. ",,2.64
Crash ,1996,"Cronenberg, David ",CAN ,7.5
Crash ,2004,"Haggis, Paul ",USA ,4.78
Crash Dive ,1943,"Mayo, Archie ",USA ,6.38
"Crazies, The ",1973,"Romero, George A. ",USA ,2.85
"Crazies, The ",2010,"Eisner, Breck ",,3.44
Crazy Heart ,2009,"Cooper, Scott ",USA ,7.57
Crazy in Alabama ,1999,"Banderas, Antonio ",USA ,5.4
Crazy People ,1990,"Bill, Tony ",USA ,6.56
crazy/beautiful ,2001,"Stockwell, John ",USA ,4
"Creature Walks Among Us, The ",1956,"Sherwood, John ",USA ,7.7
Creep ,2004,"Harris, Sean ",BRI ,4.47
Crescendo ,1970,"Gibson, Alan ",BRI ,8.1
"Crime and Punishment, USA ",1959,"Sanders, Denis ",USA ,8.3
"Crime de M. Lange, le ",1935,"Renoir, Jean ",FRA ,21
Crime in the Dark House ,1939,"King, George ",BRI ,12.9
Crime in the Streets ,1956,"Siegel, Don ",USA ,21
Crime on the Hill ,1933,"Vorhaus, Bernard ",BRI ,9.3
Crime Unlimited ,1935,"Ince, Ralph ",BRI ,10
"Crimen del Padre Amaro, el ",2002,"Carrera, Carlos ",,6.4
Crimes and Misdemeanours ,1989,"Allen, Woody ",USA ,25
Crimes of Passion ,1984,"Russell, Ken ",USA ,11.41
"Crimes of Stephen Hawke, The ",1936,"King, George ",BRI ,9.3
Crimetime ,1996,"Sluizer, George ",,10.1
Criminal ,2004,"Jacobs, Gregory ",USA ,5.65
Criminal Broker ,1993,"Barry, Ian ",AUS ,4.9
Criminal Court ,1946,"Wise, Robert ",USA ,6.7
Criminal Law ,1988,"Campbell, Martin ",USA ,9.5
"Crimson Kimono, The ",1959,"Fuller, Samuel ",USA ,11.56
"Crimson Rivers, The ",2000,"Kassovitz, Mathieu ",FRA ,6.9
Crimson Tide ,1995,"Scott, Tony ",USA ,3.3
Crisis ,1950,"Brooks, Richard ",USA ,14.5
"Crisis, The ",1916,"Campbell, Colin ",USA ,8.5
Crisscross ,1992,"Menges, Chris ",USA ,8.4
Critical Assignment ,2004,"Xenopoulos, Jason ",SAF ,3.87
Critical Care ,1997,"Lumet, Sidney ",USA ,8.3
Critic's Choice ,1963,"Weis, Don ",USA ,8.8
Critters ,1986,"Herek, Stephen ",USA ,3.46
Crocodile ,2000,"Hooper, Tobe ",USA ,3.6
Crocodile Dundee in Los Angeles ,2001,"Wincer, Simon ",,3.9
"Crocodile Hunter: Collision Course, The ",2002,"Stainton, John ",,3.28
"Crocodile"" Dundee II,"" ",1988,"Cornell, John ",USA ,5.55
"Crocodile"" Dundee, "" ",1986,"Faiman, Peter ",AUS ,5.75
"Croisi?re divine, la ",1929,"Duvivier, Julien ",FRA ,7.1
"Croix de bois, les ",1931,"Bernard, Raymond ",FRA ,10
Cromwell ,1970,"Hughes, Ken ",BRI ,6.9
Cronaca di un Amore ,1950,"Antonioni, Michelangelo ",ITA ,33
Cronaca di una morte annunciata ,1987,"Rosi, Francesco ",,7
Cronocrimenes ,2007,"Vigalondo, Nacho ",SPA ,7.17
Cronos ,1992,"Del Toro, Guillermo ",MEX ,8.9
"Crooked Road, The ",1964,"Chaffey, Don ",,5.5
"Crooked Way, The ",1949,"Florey, Robert ",USA ,9.5
Crooklyn ,1994,"Lee, Spike ",USA ,5.3
Crooks in Cloisters ,1963,"Summers, Jeremy ",BRI ,9.51
Cross Creek ,1983,"Ritt, Martin ",USA ,8.8
Cross of Iron ,1977,"Peckinpah, Sam ",,2.9
"Cross of Lorraine, The ",1943,"Garnett, Tay ",USA ,9.1
Crossfire ,1947,"Dmytryk, Edward ",USA ,12
Crossfire ,1989,"Ganani, Gideon ",ISR ,11.1
"Crossing Guard, The ",1995,"Penn, Sean ",USA ,7.6
Crossing Over ,2008,"Kramer, Wayne ",USA ,4.93
Crossplot ,1969,"Forbes, Bryan ",BRI ,8
Crossroads ,2002,"Davis, Tamra ",USA ,3.32
"Crouching Tiger, Hidden Dragon ",2000,"Lee, Ang ",,4.1
Croupier ,1998,"Hodges, Mike ",,7.5
"Crow: Wicked Prayer, The ",2005,"Mungia, Lance ",USA ,2.58
Crucible of Horror ,1969,"Ritelis, Viktors ",BRI ,8.2
Crucible of Terror ,1971,"Hooker, Ted ",BRI ,6.74
"Crucible, The ",1996,"Hytner, Nicholas ",USA ,4.4
"Crucifer of Blood, The ",1991,"Heston, Fraser C. ",USA ,4.9
"Crude Oasis, The ",1995,"Graves, Alex ",USA ,6.73
Cruel Intentions ,1999,"Kumble, Roger ",USA ,5.1
Cruel Intentions 2: Manchester Grammar Sch ,2000,"Kumble, Roger ",USA ,3.8
"Cruel Sea, The ",1953,"Frend, Charles ",BRI ,6.47
Cruising ,1980,"Friedkin, William ",USA ,10.2
Crush ,2001,"McKay, John ",,5.8
"Crush, The ",1993,"Shapiro, Alan ",USA ,4.6
Crustaces et coquillages ,2005,"Ducastel, O, & Martineau, J. ",FRA ,6.79
Cry Baby ,1990,"Waters, John ",USA ,3.9
Cry Danger ,1951,"Parrish, Robert ",USA ,12.4
"Cry For Me, Billy ",1972,"Graham, William A. ",USA ,7
Cry Freedom ,1987,"Attenborough, Richard ",BRI ,7.57
Cry Havoc ,1943,"Thorpe, Richard ",USA ,10.8
Cry of the City ,1948,"Siodmak, Robert ",USA ,12
Cry of the City ,1956,"Tuttle, Frank ",USA ,11.5
"Cry of the Owl, The ",2009,"Thraves, Jamie ",,6.54
"Cry, The Beloved Country ",1995,"Roodt, Darrell James ",,5.2
Cry_Wolf ,2005,"Wadlow, Jeff ",USA ,3.58
"Crying Child, The ",1996,"Lewis, Robert ",USA ,5.1
Crying Freeman ,1995,"Gans, Christopher ",USA ,4.5
"Crying Game, The ",1992,"Jordan, Neil ",IRE ,7.31
Cube ,1997,"Natali, Vincenzo ",CAN ,4.4
"Cuckoo, The ",2002,"Rogozhkin, Alexander ",,14.5
Cujo ,1983,"Teague, Lewis ",USA ,5.4
Culloden ,1964,"Watkins, Peter ",BRI ,9.1
"Culpepper Cattle Co, The ",1972,"Richards, Dick ",USA ,4.92
"Cup, The ",2011,"Wincer, Simon ",AUS ,4.27
"Cup, The ",,"Norbu, Khyentse ",,7.1
Curdled ,1995,"Braddock, Reb ",USA ,5.01
"Curious Case of Benjamin Button, The ",2008,"Fincher, David ",USA ,3.97
Curly Sue ,1991,"Hughes, John ",USA ,4.63
Curly Top ,1935,"Cummings, Irving ",USA ,9
"Curse of the Cat People, The ",1944,"Wise, R. & Von Fritsch, G ",USA ,6.1
"Curse of the Crimson Altar, The ",1968,"Sewell, Vernon ",BRI ,7.5
"Curse of the Mummy's Tomb, The ",1964,"Carreras, Michael ",BRI ,7.1
"Curse of the Pink Panther, The ",1983,"Edwards, Blake ",BRI ,9
Cursed ,2005,"Craven, Wes ",USA ,2.72
Curtain Up ,1952,"Smart, Ralph ",BRI ,11
Custer of the West ,1968,"Siodmak, Robert ",USA ,7
Cutaway ,2000,"Manos, Guy ",USA ,4.24
CutThroat Island ,1995,"Harlin, Renny ",USA ,3.3
"Cutting Edge, The ",1992,"Glaser, Paul M. ",USA ,3.17
Cyborg ,1989,"Pyun, Albert ",,2.83
Cyclo ,1995,"Hung, Tran Anh ",FRA ,13
Cyclone of the Saddle ,1935,"Clifton, Elmer ",USA ,8.01
Cynara ,1932,"Vidor, King ",USA ,11.8
Cypher ,2002,"Natali, Vincenzo ",USA ,3.04
Cyrus ,2010,"Duplass, Jay & Mark ",USA ,4.86
D.A.R.Y.L. ,1985,"Wincer, Simon ",USA ,6.21
D.O.A. ,1949,"Maté, Rudolf ",USA ,12.5
D.O.A. ,1988,"Morton, Rocky & Jankel, A ",USA ,4.2
D2: The Mighty Ducks ,1994,"Weisman, Sam ",USA ,3.28
D3: The Mighty Ducks ,1996,"Lieberman, Robert ",USA ,3
Da uomo a uomo (Death rides a horse) ,1967,"Petroni, G. ",ITA ,6.5
"Da Vinci Code, The ",2006,"Howard, Ron ",USA ,3.26
Daag ,1999,"Kanwar, Raj ",IND ,4.5
Daayraa ,1996,"Palekar, Amol ",IND ,7.2
Dad and Dave On Our Selection ,1995,"Whaley, George ",AUS ,6.1
Dad Savage ,1997,"Evans, Betsan Morris ",BRI ,6.4
Daddy and Them ,1999,"Thornton, Billy Bob ",USA ,7.58
Daddy Day Camp ,2007,"Savage, Fred ",USA ,3.35
Daddy Day Care ,2003,"Carr, Steve ",USA ,4.25
Daddy Long Legs ,1955,"Negulesco, Jean ",USA ,17.29
Daddy's Dyin' ... Who's Got the Will? ,1990,"Fisk, Jack ",USA ,11.9
Dad's Army ,1971,"Cohen, Norman ",BRI ,5
Daens ,1992,"Coninx, Stijn ",,5.2
Dahong Denglong Gaogao Gua ,1991,Zhang Yimou ,CHI ,9.5
Daibutsu-sama to kodomo-tachi ,1952,"Shimizu, Hiroshi ",JAP ,12
Daigaku no Waka-danna ,1933,"Shimizu, Hiroshi ",JAP ,4.2
"Daisy Chain, The ",2008,"Walsh, Aisling ",,5.17
Daisy Kenyon ,1947,"Preminger, Otto ",USA ,16.4
Dakota Incident ,1956,"Foster, Lewis R. ",USA ,8.1
Daleks: Invasion Earth 2150 AD ,1966,"Flemyng, Gordon ",BRI ,6.82
Dallas ,1950,"Heisler, Stuart ",USA ,7.65
Dallas - A Family Divided ,1980,"Moore, Irving J. ",USA ,5.8
Dallas - Barb-B-Que ,1978,"Day, Robert ",USA ,6.4
Dallas - Who Done It? ,1980,"Katzman, Leonard ",USA ,6
"Daltons Ride Again, The ",1945,"Taylor, Ray ",USA ,5.8
"Dam Busters, The ",1954,"Anderson, Michael ",BRI ,11.1
Dama Mana Hai ,2003,"Raman, Prawal ",IND ,5.5
Damage ,1992,"Malle, Louis ",,7.9
"Dame en gris, la ",1920,"Rosmino, Gian Paolo ",ITA ,20
"Dame, der Teufel und die Probiermamsell,Di ",1918,"Biebrach, Rudolf ",GER ,11
Damen med kameliorna ,1925,"Molander, Olof ",SWE ,7.8
Damien Omen II ,1978,"Taylor, Don ",USA ,4.9
Damien's Seed ,1996,"Holzman, Edward ",USA ,7.1
Damn the Defiant! ,1962,"Gilbert, Lewis ",BRI ,6.64
Damn Yankees ,1958,"Abbott, G. & Donen, S. ",USA ,15.3
Damnation Alley ,1977,"Smight, Jack ",USA ,5.3
"Damned Don't Cry, The ",1950,"Sherman, Vincent ",USA ,9
"Damned United, The ",2009,"Hooper, Tom ",BRI ,5.1
"Damned, The ",1961,"Losey, Joseph ",BRI ,12.56
Dämonit ,1914,,,19.4
"Damsel in Distress, A ",1937,"Stevens, George ",USA ,8.01
Dan in Real Life ,2007,"Hedges, Peter ",USA ,5.26
Dance Academy ,1988,"Mather, Ted ",,7.4
Dance Flick ,2009,"Wayans, Damien Dante ",USA ,2.68
"Dance Girl, Dance ",1940,"Arzner, Dorothy ",USA ,7.32
"Dance Goes On, The ",1990,"Almond, Paul ",CAN ,5.01
Dance of the Wind ,1997,"Khosa, Rajan ",,14.3
"Dance Party, USA ",2006,"Katz, Aaron ",USA ,13.5
Dance With a Stranger ,1984,"Newell, Mike ",BRI ,9.74
Dance With Me ,1998,"Haines, Randa ",USA ,6.96
"Dance, Little Lady ",1954,"Guest, Val ",BRI ,10.8
Dancer in the Dark ,2000,"Trier, Lars von ",,4.9
"Dancer Upstairs, The ",2002,"Malkovich, John ",,5.99
"Dancer, The ",2000,"Garson, Fred ",USA ,2.54
Dances With Wolves ,1990,"Costner, Kevin ",USA ,5.3
